Client_id;Identificador Cuenta; Negocio - Valor ;Negocio - Valor OK;Negocio - Tasa de Interés;P.P.Tasa;Tasa Ponderada;Negocio - Plazo;Negocio - Plazo OK;P.P.Plazo;Negocio - Sempli Score;Negocio - Sempli Score OK;Negocio - Score Experian Enero/19;Cliente;Cliente valor;Negocio - Fecha de ganado;Negocio - Fecha de ganado;Mes;Q;Año ganado;Negocio - Producto (Destinación);Negocio - Producto (Destinación);Negocio - Producto (Destinación) OK;Negocio - Plan de Pagos;Organización - Sector;Organización - Sector OK;Sector - Ok;Organización - Canal de Captura;Organización - Canal de Captura OK;Organización - Tipo de Empresa;Organización - Número de empleados;Organización - Número de empleados Mujeres;Organización - Número de empleados Mujeres con cargo directivo;Organización - Número de empleados OK;Organización - Año de Constitución;Organización - Año de Constitución OK;Organización - CIIU;Clase;División;División;Actividad eco  SEMPLI;Organización - Ciudad;Organización - Ciudad;Persona - Cargo;Organización - Estrato;Organización - Acceso a la banca;Negocio - Mujeres Empresarias;Oportunidad/Inclusión;ESG;Empresa - Tratos ganados;Trato - ID;Estado;Negocio - Seguro de Vida;Negocio - Tipo de Garantía;Empresa - Edad Empresarios;Empresa - Edad Empresarios OK;COVID19;Negocio - Subpoblación;Negocio - Score bureau;Negocio - Huella de consulta;Negocio - Alertas;Negocio - Procesos Judiciales;Máx Marzo17;Máx Abril17;Máx Mayo17;Máx Junio17;Máx Julio17;Máx Agos17;Máx Sept17;Máx Oct17;Máx Nov17;Máx Dic17;Máx Enero18;Máx Feb18;Máx Marzo18;Máx Abril18;Máx Mayo18;Máx Junio18;Máx Julio18;Máx Agos18;Máx Sept18;Máx Oct18;Máx Nov18;Máx Dic18;Máx Ene19;Máx Feb19;Máx Mar19;Máx Abr19;Máx May19;Máx Jun19;Máx Jul19;Máx Ago19;Máx Sep19;Máx Oct19;Máx Nov19;Máx Dic19;Máx Ene20;Máx Feb20;Máx Mar20;Máx Abr20;Máx May20;Máx Jun20;Máx JuL20;Máx Ago20;Máx Sep20;Máx Oct20;Máx Nov20;Máx Dic20;Máx Ene21;Máx Feb21;Máx Mar21;Máx Abr21;Máx May21;Máx Jun21;Máx Jul21;Máx Ago21;Máx Sep21;Máx Oct21;Máx Nov21;Máx Dic21;Máx Ene22;Máx Feb22;Máx Mar22;Máx Abr22;Máx May22;Máx Jun22;Máx Jul22;Máx Ago22;MAX ;Deterioro Cartera;Comportamiento;Mes >=30;Valor mora;icv;icv30;31/12/17;31/12/18;31/12/19;31/12/20;TU;PREPAGOS;CUOTAS;;;;;;;;;;;;;;;;;;;;;;;;;;
752982;2059; 130.000.000 ;101 a 200;1,65; 214.500.000 ;;36;25 a 36;4680000000;689;670 en adelante;;Renovación;1;2019-11-20 17:48:17;2019-11-20;2019-11;2019-Q4;2019;SP - Pago de impuestos;SP;SP;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Scale Up;31;3;1;11 a 50;2014;2014-2017;5210;Almacenamiento y depósito;52;Almacenamiento y actividades complementarias al transporte;Transport, Logistics;Pereira;Otros;Director;5;Si;No;No;No aplica;2;4894;COVID19;No;Pagaré desmaterializado;42;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Mar20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
035814;2066; 100.000.000 ;0 a 100;1,59; 159.000.000 ;;24;13 a 24;2400000000;651;581 a 669;;Nuevo;0;2019-11-20 15:58:19;2019-11-20;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Referido;Partnerships;Venture;7;4;3;1 a 10;2005;0 a 2005;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Gerente;4;Si;No;No;No aplica;1;4891;Pagado;Si;Pagaré desmaterializado;50;Mayor de 45;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;9;9;;;;;;;;; ;;9;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;62919123,93;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
758700;2058; 300.000.000 ;201 a 300;1,57; 471.000.000 ;;36;25 a 36;10800000000;700;670 en adelante;;Nuevo;0;2019-11-20 12:56:18;2019-11-20;2019-11;2019-Q4;2019;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Industria;Industria;Servicios;Posicionamiento;Posicionamiento;Growth;65;9;5;51 a 200;2014;2014-2017;4111;Construcción de edificios residenciales;41;Construcción de edificios;Construction activities;Cali;Otros;Gerente;4;Si;No;No;No aplica;1;4892;COVID19;Si;FNG;34;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;10;0;7;0;0;9;0;10;0;11;6;8;10;11;;;;;;;;;;;;;; ;;11;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;239987389,6;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
717468;2043; 90.000.000 ;0 a 100;1,54; 138.600.000 ;;36;25 a 36;3240000000;725;670 en adelante;;Nuevo;0;2019-11-19 18:13:59;2019-11-19;2019-11;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;1;0;0;1 a 10;2014;2014-2017;4921;Transporte de pasajeros;49;"Transporte terrestre; transporte por tuberías";Transport, Logistics;Manizales;Otros;Gerente;4;Si;No;No;No aplica;1;4815;Pagado;Si;Pagaré desmaterializado;34;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;10;12;11;10;;;;;;;;;;;;;;;;;;;;;;;; ;;12;Bueno;Máxima altura entre 11 y 20;Máx Ago20;0;;0;;;1;13;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
144251;2062; 50.000.000 ;0 a 100;1,44; 72.000.000 ;;36;25 a 36;1800000000;663;581 a 669;;Renovación;1;2019-11-19 18:13:12;2019-11-19;2019-11;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Seed;1;0;0;1 a 10;2018;2018 en adelante;7020;Actividades de consultoría de gestión;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Medellín;Medellín AM;Socio;6;Si;No;No;No aplica;2;4974;COVID19;Si;Pagaré desmaterializado;51;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
188463;2056; 30.000.000 ;0 a 100;1,75; 52.500.000 ;;24;13 a 24;720000000;590;581 a 669;;Nuevo;0;2019-11-18 15:50:54;2019-11-18;2019-11;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Comercio;Comercio;Comercio;Referido;Partnerships;Seed;4;3;0;1 a 10;2018;2018 en adelante;4663;Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Socio;3;No;No;Si;No aplica;1;4768;Pagado;Si;Pagaré desmaterializado;27;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;13;0;0;0;10;13;12;0;0;0;0;12;13;0;10;13;43;74;72;103;135;;;;;;;;;;; ;;135;Atrasado;Ha entrado en PAR30;Menos de 30;1;19001779,85;0;;;1;13;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
275680;2038; 30.000.000 ;0 a 100;1,63; 48.900.000 ;;24;13 a 24;720000000;650;581 a 669;;Nuevo;0;2019-11-15 17:23:32;2019-11-15;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;9;5;2;1 a 10;2009;2006-2009;4321;Instalaciones eléctricas;43;Actividades especializadas para la construcción de edificios y obras de ingeniería civil;Construction activities;Bogotá D.C.;Bogotá AM;Gerente;4;Si;Si;No;No aplica;1;4811;Pagado;Si;Pagaré desmaterializado;47;Mayor de 45;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;; ;;15;Bueno;Máxima altura entre 11 y 20;Máx Jun20;0;;0;;;1;13;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
742535;2045; 70.000.000 ;0 a 100;1,40; 98.000.000 ;;36;25 a 36;2520000000;683;670 en adelante;;Renovación;1;2019-11-15 12:34:38;2019-11-15;2019-11;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Comercio;Comercio;Industria;Medios;Posicionamiento;Seed;8;2;1;1 a 10;2014;2014-2017;1011;Procesamiento y conservación de carne y productos cárnicos;10;Elaboración de productos alimenticios;Manufacturing;Envigado;Medellín AM;Socio;5;No;No;No;No aplica;3;4882;COVID19;No;Pagaré desmaterializado;32;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
007665;2021; 300.000.000 ;201 a 300;1,57; 471.000.000 ;;36;25 a 36;10800000000;714;670 en adelante;;Nuevo;0;2019-11-13 21:20:39;2019-11-13;2019-11;2019-Q4;2019;CR - Infraestructura;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Comercial;Directo;Venture;15;6;1;11 a 50;2016;2014-2017;5511;Alojamiento en hoteles ;55;Alojamiento;Tourism, Hotels and Restaurants;Cartagena;Otros;Socio;5;Si;No;Si;No aplica;1;4630;COVID19;No;Pagaré desmaterializado;29;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
840872;2048; 200.000.000 ;101 a 200;1,61; 322.000.000 ;;36;25 a 36;7200000000;647;581 a 669;;Nuevo;0;2019-11-13 12:10:21;2019-11-13;2019-11;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Industria;Directo;Directo;Seed;3;1;0;1 a 10;2015;2014-2017;1090;Elaboración de alimentos preparados para animales;10;Elaboración de productos alimenticios;Manufacturing;Envigado;Medellín AM;Gerente;4;Si;No;No;No aplica;1;4873;Pagado;No;Pagaré desmaterializado;49;Mayor de 45;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;155527106,4;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
340637;2046; 100.000.000 ;0 a 100;1,65; 165.000.000 ;;24;13 a 24;2400000000;655;581 a 669;;Nuevo;0;2019-11-13 00:00:00;2019-11-13;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Scale Up;16;1;1;11 a 50;2010;2010-2013;7110;Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;71;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;Director;4;Si;No;No;No aplica;1;4861;COVID19;Si;Pagaré desmaterializado;43;35-44;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;17;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;17;Atrasado;Máxima altura entre 11 y 20;Máx May20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
227088;2040; 30.000.000 ;0 a 100;1,66; 49.800.000 ;;18;13 a 24;540000000;619;581 a 669;;Nuevo;0;2019-11-07 17:45:47;2019-11-07;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Comercio;Plataforma;Digital;Seed;11;3;2;11 a 50;2019;2018 en adelante;4520;Mantenimiento y reparación de vehículos automotores;45;Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios;Commerce, Mechants, Retail;Cali;Otros;Director;4;Si;No;No;No aplica;1;4777;COVID19;Si;Pagaré desmaterializado;42;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;22;Atrasado;Máxima altura entre 21 y 30;Máx Mar20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
125567;2041; 30.000.000 ;0 a 100;1,66; 49.800.000 ;;36;25 a 36;1080000000;677;670 en adelante;;Nuevo;0;2019-11-07 17:04:54;2019-11-07;2019-11;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Comercio;Comercio;Comercio;Plataforma;Digital;Seed;4;2;1;1 a 10;2017;2014-2017;4690;Comercio al por mayor no especializado;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Barranquilla;Otros;Socio;3;Si;No;No;No aplica;1;4828;COVID19;Si;Pagaré desmaterializado;29;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;22;Atrasado;Máxima altura entre 21 y 30;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
800912;2042; 30.000.000 ;0 a 100;1,45; 43.500.000 ;;12;0 a 12;360000000;747;670 en adelante;;Nuevo;0;2019-11-07 16:21:26;2019-11-07;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Industria;Directo;Directo;Venture;10;6;2;1 a 10;2014;2014-2017;1521;Fabricación de calzado de cuero y piel, con cualquier tipo de suela;15;"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles";Manufacturing;Bogotá D.C.;Bogotá AM;Gerente;5;Si;No;No;No aplica;1;4473;COVID19;No;Pagaré desmaterializado;31;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;22;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;22;Atrasado;Máxima altura entre 21 y 30;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
849686;2039; 30.000.000 ;0 a 100;1,61; 48.300.000 ;;24;13 a 24;720000000;682;670 en adelante;;Renovación;1;2019-11-06 15:52:18;2019-11-06;2019-11;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Comercio;Referido;Partnerships;Seed;4;2;1;1 a 10;2015;2014-2017;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Socio;5;Si;Si;No;No aplica;3;4827;Pagado;No;Pagaré desmaterializado;45;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;9;;;;;;;;; ;;9;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;18891895,33;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
756054;2001; 120.000.000 ;101 a 200;1,57; 188.400.000 ;;24;13 a 24;2880000000;690;670 en adelante;;Nuevo;0;2019-11-01 00:00:00;2019-11-01;2019-11;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;15;4;4;11 a 50;2014;2014-2017;4321;Instalaciones eléctricas;43;Actividades especializadas para la construcción de edificios y obras de ingeniería civil;Construction activities;Bogotá D.C.;Bogotá AM;Director;4;Si;Si;No;Ambiental;1;4783;Pagado;No;Pagaré desmaterializado;50;Mayor de 45;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;75413830,54;0;;;1;13;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
534668;2036; 100.000.000 ;0 a 100;1,54; 154.000.000 ;;36;25 a 36;3600000000;706;670 en adelante;;Renovación;1;2019-11-01 00:00:00;2019-11-01;2019-11;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Venture;25;6;3;11 a 50;2012;2010-2013;7730;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;77;Actividades de alquiler y arrendamiento;Services to businesses;Barranquilla;Otros;Representante Legal;4;Si;Si;No;No aplica;2;4789;COVID19;Si;Pagaré desmaterializado;34;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;1;13;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
123323;2203; 30.000.000 ;0 a 100;1,57; 47.100.000 ;;12;0 a 12;360000000;711;670 en adelante;;Renovación;1;2019-12-30 19:36:58;2019-12-30;2019-12;2019-Q4;2019;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;7;5;0;1 a 10;2017;2014-2017;6820;Actividades inmobiliarias realizadas a cambio de una retribución o por contrato;68;Actividades inmobiliarias;Construction activities;Medellín;Medellín AM;Representante Legal;4;Si;No;No;No aplica;2;5207;COVID19;No;Pagaré desmaterializado;35;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Máx Mar20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
943086;2192; 120.000.000 ;101 a 200;1,55; 186.000.000 ;;36;25 a 36;4320000000;702;670 en adelante;;Nuevo;0;2019-12-30 16:58:06;2019-12-30;2019-12;2019-Q4;2019;SP - Entidades financieras;SP;SP;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;11;2;2;11 a 50;2015;2014-2017;3822;Tratamiento y disposición de desechos peligrosos;38;Recolección, tratamiento y disposición de desechos, recuperación de materiales;Services to individuals and household;Envigado;Medellín AM;Gerente;4;Si;Si;No;Ambiental;1;5114;COVID19;No;Pagaré desmaterializado;44;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
305257;2182; 100.000.000 ;0 a 100;1,58; 158.000.000 ;;24;13 a 24;2400000000;667;581 a 669;;Renovación;1;2019-12-30 15:13:10;2019-12-30;2019-12;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Industria;Medios;Posicionamiento;Growth;50;22;8;11 a 50;2009;2006-2009;1012;Procesamiento y conservación de pescados, crustáceos y moluscos;10;Elaboración de productos alimenticios;Manufacturing;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;2;4979;COVID19;Si;Pagaré desmaterializado;46;Mayor de 45;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
190496;2199; 60.000.000 ;0 a 100;1,6; 96.000.000 ;;36;25 a 36;2160000000;572;0 a 580;;Nuevo;0;2019-12-30 15:08:54;2019-12-30;2019-12;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Seed;4;1;1;1 a 10;2018;2018 en adelante;4923;Transporte de carga por carretera;49;"Transporte terrestre; transporte por tuberías";Transport, Logistics;Bogotá D.C.;Bogotá AM;Gerente;4;Si;Si;No;No aplica;1;5191;COVID19;Si;FNG;39;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;31;31;28;31;0;28;31;32;;; ;;32;Atrasado;Ha entrado en PAR30;Menos de 30;1;48050029;0;;;0;12;REFINANCED_60;#N/D;2199;;;;;;;;;;;;;;;;;;;;;;;;;;
024956;2185; 35.000.000 ;0 a 100;1,65; 57.750.000 ;;36;25 a 36;1260000000;678;670 en adelante;;Nuevo;0;2019-12-27 15:14:23;2019-12-27;2019-12;2019-Q4;2019;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Industria;Posicionamiento;Posicionamiento;Seed;9;4;1;1 a 10;2016;2014-2017;1011;Procesamiento y conservación de carne y productos cárnicos;10;Elaboración de productos alimenticios;Manufacturing;Rionegro;Otros;Gerente;4;Si;Si;No;No aplica;1;4780;COVID19;No;Pagaré desmaterializado;46;Mayor de 45;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;4;Bueno;Máxima altura entre 1 y 10;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
445347;2181; 30.000.000 ;0 a 100;1,5; 45.000.000 ;;36;25 a 36;1080000000;712;670 en adelante;;Renovación;1;2019-12-27 15:13:57;2019-12-27;2019-12;2019-Q4;2019;SP - Pasivos con socios;SP;SP;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;10;2;1;1 a 10;2011;2010-2013;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;3;5126;Pagado;Si;Pagaré desmaterializado;43;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;;;;;; ;;3;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;24650347,74;0;;;0;12;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
027292;2195; 200.000.000 ;101 a 200;1,54; 308.000.000 ;;36;25 a 36;7200000000;725;670 en adelante;;Nuevo;0;2019-12-27 10:27:50;2019-12-27;2019-12;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Growth;20;18;2;11 a 50;2001;0 a 2005;7820;Actividades de agencias de empleo temporal;78;Actividades de empleo;Services to individuals and household;Medellín;Medellín AM;Socio;6;Si;No;No;No aplica;1;5162;COVID19;Si;FNG;27;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;4;Bueno;Máxima altura entre 1 y 10;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
103207;2193; 80.000.000 ;0 a 100;1,64; 131.200.000 ;;36;25 a 36;2880000000;604;581 a 669;;Nuevo;0;2019-12-27 10:27:04;2019-12-27;2019-12;2019-Q4;2019;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Seed;16;7;1;11 a 50;2017;2014-2017;6190;Otras actividades de telecomunicaciones;61;Telecomunicaciones;Software and Communications;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;1;5165;COVID19;Si;Pagaré desmaterializado;31;25 - 34;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;4;Bueno;Máxima altura entre 1 y 10;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
628177;2197; 200.000.000 ;101 a 200;1,57; 314.000.000 ;;24;13 a 24;4800000000;697;670 en adelante;;Renovación;1;2019-12-26 15:53:14;2019-12-26;2019-12;2019-Q4;2019;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Tecnologías;Servicios;Comercio;Comercial;Directo;Seed;3;0;0;1 a 10;2013;2010-2013;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;Socio;5;No;No;No;Ambiental;4;5179;COVID19;No;Pagaré desmaterializado;43;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Abr20;0;;0;;;0;12;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
